Anpassung,Effizienz,Mobilität,Energie,Alter,Umgebung,Kategorie
1.374,2.0,1.011,200.0,83,WALD,same
1.121,2.0,0.811,32.88,67,TUNDRA,same
1.327,2.0,0.5,200.0,401,OZEAN,same
0.744,2.0,0.5,200.0,172,SUMPF,same
1.068,2.0,0.5,165.6,377,VULKAN,same
2.0,2.0,0.5,200.0,751,OZEAN,same
1.388,2.0,0.5,200.0,266,SUMPF,same
1.904,2.0,1.028,49.58,6,VULKAN,same
2.0,2.0,1.028,49.71,95,TUNDRA,same
1.904,2.0,1.028,154.5,71,GEBIRGE,same
1.377,2.0,1.588,90.99,2,WÜSTE,same
1.377,2.0,1.588,132.8,73,VULKAN,same
2.0,2.0,1.125,200.0,358,GEBIRGE,same
1.567,2.0,2.0,200.0,56,GRASLAND,same
1.567,2.0,2.0,2.1,27,WÜSTE,same
1.312,1.911,0.808,200.0,169,OZEAN,same
1.048,1.02,0.808,100.0,0,WÜSTE,same
0.889,2.0,1.812,1.61,17,WÜSTE,same
1.231,2.0,2.0,22.6,9,VULKAN,same
0.639,2.0,1.88,74.2,3,VULKAN,same
1.064,2.0,1.678,150.0,46,WALD,same
0.979,2.0,2.0,100.0,0,WÜSTE,same
0.659,2.0,0.957,42.8,7,VULKAN,same
0.659,2.0,0.957,93.8,1,TUNDRA,same
0.608,1.718,0.957,78.88,3,WÜSTE,same
0.608,2.0,1.341,200.0,594,OZEAN,same
0.608,2.0,1.92,12.12,72,WÜSTE,same
0.608,2.0,1.92,200.0,153,OZEAN,same
0.6,2.0,1.92,98.87,11,TUNDRA,same
1.023,1.913,2.0,128.23,19,WALD,same
1.209,2.0,2.0,200.0,735,GRASLAND,same
0.586,2.0,1.053,162.04,1380,TUNDRA,same
0.857,2.0,0.562,200.0,1182,SUMPF,same
2.0,2.0,1.193,11.91,11,VULKAN,same
2.0,2.0,1.193,150.0,100,WALD,same
1.315,2.0,1.193,14.0,10,VULKAN,same
1.189,1.774,1.247,200.0,408,OZEAN,same
2.0,2.0,0.949,60.88,15,WÜSTE,same
0.511,1.906,1.316,200.0,927,WALD,same
1.639,1.749,0.919,73.37,640,VULKAN,same
1.504,1.542,0.582,200.0,152,GRASLAND,same
2.0,1.983,1.07,94.88,2,WÜSTE,same
2.0,1.983,1.628,182.05,34,GRASLAND,same
1.098,2.0,0.999,200.0,188,SUMPF,same
0.644,2.0,1.169,200.0,699,GEBIRGE,same
0.579,2.0,0.74,31.8,11,WÜSTE,same
2.0,2.0,0.874,43.39,21,WÜSTE,same
0.674,2.0,1.348,66.75,86,TUNDRA,same
1.783,2.0,1.011,42.8,7,VULKAN,same
0.5,2.0,1.395,65.6,4,VULKAN,same
1.021,1.611,1.011,62.77,4,VULKAN,same
0.524,2.0,1.824,41.4,8,VULKAN,same
1.904,2.0,0.969,4.57,33,WÜSTE,same
1.904,2.0,1.091,109.99,1,SUMPF,same
0.816,2.0,0.5,133.8,277,GRASLAND,same
2.0,2.0,0.5,200.0,709,GRASLAND,same
1.904,2.0,1.028,165.59,65,OZEAN,same
1.904,2.0,1.028,200.0,136,GRASLAND,same
1.904,1.766,1.065,200.0,724,GEBIRGE,same
1.904,2.0,1.225,17.04,32,WÜSTE,same
2.0,2.0,1.391,200.0,202,OZEAN,same
1.198,2.0,0.822,200.0,1054,GEBIRGE,same
0.927,1.922,1.327,200.0,1938,GEBIRGE,same
1.549,2.0,1.915,196.06,481,TUNDRA,same
1.548,1.643,0.808,150.0,112,SUMPF,same
1.447,1.34,2.0,200.0,998,OZEAN,same
1.549,2.0,2.0,200.0,363,GEBIRGE,same
2.0,2.0,1.391,50.13,359,TUNDRA,same
1.443,2.0,1.678,198.6,120,GRASLAND,same
1.443,2.0,1.678,87.35,3,WÜSTE,same
1.064,2.0,1.678,200.0,234,GEBIRGE,same
1.681,1.211,0.94,200.0,185,GRASLAND,same
0.904,2.0,0.639,14.6,13,VULKAN,same
0.659,2.0,0.957,84.55,9,VULKAN,same
0.594,2.0,1.92,158.74,21,SUMPF,same
0.77,1.293,1.92,117.94,12,SUMPF,same
0.767,1.968,1.503,7.46,195,TUNDRA,same
0.622,1.533,1.503,200.0,264,SUMPF,same
0.779,2.0,2.0,139.8,284,VULKAN,same
0.608,2.0,2.0,107.7,137,GEBIRGE,same
0.586,1.679,2.0,200.0,189,OZEAN,same
0.818,2.0,2.0,200.0,624,WALD,same
1.953,2.0,0.783,55.12,15,WÜSTE,same
2.0,2.0,1.193,200.0,63,GRASLAND,same
2.0,2.0,1.193,100.0,0,VULKAN,same
1.27,2.0,0.5,200.0,1681,SUMPF,same
1.313,2.0,2.0,95.67,274,TUNDRA,same
0.5,1.961,0.607,200.0,1129,OZEAN,same
2.0,2.0,0.949,138.74,96,GEBIRGE,same
2.0,1.818,0.949,44.69,30,TUNDRA,same
2.0,2.0,0.949,94.78,2,WÜSTE,same
2.0,2.0,2.0,84.98,2,VULKAN,same
0.756,1.625,0.907,200.0,630,OZEAN,same
1.878,1.375,1.628,11.77,9,VULKAN,same
0.786,2.0,0.874,200.0,947,SUMPF,same
1.528,1.739,0.874,200.0,67,WALD,same
1.337,2.0,0.874,200.0,242,GEBIRGE,same
1.337,1.625,1.16,200.0,149,SUMPF,same
0.5,2.0,1.395,99.23,2,TUNDRA,same
0.5,2.0,1.395,113.12,18,WALD,same
0.5,1.469,1.395,76.49,3,WÜSTE,same
1.715,1.642,0.976,200.0,713,WALD,same
1.904,2.0,0.969,99.95,61,SUMPF,same
1.904,2.0,0.969,57.64,5,VULKAN,same
1.904,2.0,0.969,200.0,148,OZEAN,same
1.904,2.0,1.028,57.99,5,VULKAN,same
1.904,2.0,1.028,33.0,23,WÜSTE,same
1.904,2.0,1.448,200.0,176,GEBIRGE,same
1.904,2.0,1.058,200.0,376,OZEAN,same
0.956,2.0,1.466,200.0,492,GRASLAND,same
1.41,2.0,1.058,200.0,332,SUMPF,same
1.904,2.0,1.761,200.0,860,GEBIRGE,same
1.198,2.0,0.731,200.0,996,GEBIRGE,same
1.694,1.456,0.725,165.9,72,OZEAN,same
1.724,2.0,1.509,200.0,478,OZEAN,same
1.904,2.0,2.0,200.0,1069,OZEAN,same
1.395,2.0,1.839,42.11,860,TUNDRA,same
1.549,1.458,2.0,200.0,250,SUMPF,same
1.443,2.0,1.678,200.0,116,OZEAN,same
1.395,2.0,1.478,200.0,534,WALD,same
1.557,1.747,0.94,200.0,402,SUMPF,same
1.973,2.0,1.391,190.81,418,TUNDRA,same
1.37,2.0,1.287,200.0,409,WALD,same
1.649,1.04,0.94,194.31,137,GRASLAND,same
0.608,1.533,1.503,200.0,293,OZEAN,same
0.622,1.533,1.503,170.55,324,GEBIRGE,same
0.717,2.0,1.261,200.0,606,SUMPF,same
0.963,2.0,1.182,191.9,869,TUNDRA,same
1.32,1.949,2.0,200.0,567,OZEAN,same
0.779,2.0,2.0,200.0,197,OZEAN,same
0.586,1.225,2.0,45.65,119,OZEAN,same
0.586,1.679,1.679,200.0,138,SUMPF,same
0.586,2.0,1.582,200.0,1398,OZEAN,same
1.638,2.0,2.0,38.73,176,TUNDRA,same
2.0,2.0,1.268,68.29,4,VULKAN,same
1.313,2.0,2.0,200.0,339,GEBIRGE,same
1.796,2.0,0.675,200.0,68,WALD,same
1.56,2.0,0.949,200.0,149,WALD,same
2.0,2.0,0.949,159.47,34,GEBIRGE,same
2.0,2.0,0.949,182.4,30,GRASLAND,same
0.5,2.0,1.121,200.0,435,GEBIRGE,same
0.71,1.05,1.381,200.0,364,WALD,same
2.0,1.983,2.0,190.23,110,WALD,same
1.396,2.0,0.963,200.0,336,GEBIRGE,same
1.396,2.0,0.963,200.0,318,GEBIRGE,same
1.543,2.0,0.874,200.0,163,SUMPF,same
0.989,1.755,1.863,200.0,1041,GEBIRGE,same
1.82,2.0,0.874,200.0,93,OZEAN,same
0.5,2.0,1.33,44.2,9,WÜSTE,same
0.5,1.665,1.465,81.59,2,VULKAN,same
0.5,2.0,1.465,71.15,54,SUMPF,same
1.904,2.0,0.969,66.11,4,VULKAN,same
1.904,2.0,0.987,18.81,130,TUNDRA,same
2.0,2.0,0.969,200.0,25,SUMPF,same
1.904,2.0,0.969,200.0,193,GRASLAND,same
1.904,2.0,0.969,66.56,50,TUNDRA,same
1.904,2.0,1.058,200.0,272,GRASLAND,same
0.956,2.0,1.466,200.0,494,GEBIRGE,same
1.41,2.0,1.058,200.0,356,GRASLAND,same
0.956,2.0,1.466,144.94,706,TUNDRA,same
1.198,1.771,1.236,200.0,1185,WALD,same
1.456,2.0,1.724,14.95,802,TUNDRA,same
1.694,1.437,0.5,71.0,3,VULKAN,same
1.867,1.979,1.976,200.0,633,WALD,same
2.0,2.0,1.702,62.66,391,TUNDRA,same
1.867,2.0,1.976,200.0,476,SUMPF,same
1.497,1.647,0.632,200.0,1936,OZEAN,same
1.918,2.0,1.678,98.86,93,TUNDRA,same
1.697,1.911,1.678,62.82,10,WÜSTE,same
1.443,2.0,1.678,91.97,85,TUNDRA,same
1.792,1.923,1.376,15.21,113,TUNDRA,same
1.737,1.923,1.225,200.0,275,WALD,same
0.657,2.0,1.216,200.0,1085,GRASLAND,same
1.474,2.0,1.746,200.0,411,WALD,same
0.511,2.0,1.311,112.82,138,GEBIRGE,same
0.717,2.0,0.962,74.0,876,VULKAN,same
0.585,2.0,1.311,200.0,146,WALD,same
0.675,2.0,2.0,183.35,1212,TUNDRA,same
0.779,2.0,2.0,90.25,127,TUNDRA,same
1.023,1.503,1.791,200.0,320,GRASLAND,same
0.919,2.0,1.536,128.68,102,GEBIRGE,same
0.919,2.0,1.64,30.4,12,WÜSTE,same
2.0,1.597,0.5,200.0,804,GEBIRGE,same
1.207,2.0,0.825,200.0,1940,GEBIRGE,same
1.313,2.0,2.0,200.0,201,SUMPF,same
1.796,2.0,0.675,22.6,9,VULKAN,same
1.56,2.0,1.365,200.0,346,SUMPF,same
1.56,2.0,1.365,200.0,232,GRASLAND,same
0.545,2.0,1.121,200.0,494,OZEAN,same
2.0,1.841,0.949,92.9,2,WÜSTE,same
1.037,2.0,0.539,200.0,1308,OZEAN,same
2.0,1.983,2.0,4.01,50,WÜSTE,same
1.298,1.983,2.0,52.82,10,WÜSTE,same
1.093,1.866,0.711,200.0,1252,GEBIRGE,same
1.054,2.0,0.5,62.8,6,WÜSTE,same
1.337,2.0,0.599,200.0,137,WALD,same
2.0,2.0,0.874,200.0,48,GEBIRGE,same
1.216,1.818,1.969,200.0,584,GRASLAND,same
1.82,2.0,0.874,27.55,21,WÜSTE,same
0.5,2.0,1.458,62.8,6,WÜSTE,same
0.5,2.0,1.465,31.2,8,VULKAN,same
1.904,2.0,0.969,49.29,17,WÜSTE,same
1.904,2.0,0.969,176.45,123,GEBIRGE,same
1.904,1.305,0.969,200.0,156,SUMPF,same
1.904,2.0,0.969,200.0,65,GRASLAND,same
0.703,2.0,1.797,200.0,425,SUMPF,same
1.904,2.0,0.969,33.11,100,TUNDRA,same
1.861,1.922,1.084,103.13,1935,TUNDRA,same
1.05,1.891,1.113,200.0,909,GEBIRGE,same
1.41,2.0,1.058,200.0,311,WALD,same
2.0,2.0,1.925,200.0,90,GEBIRGE,same
1.4,2.0,1.724,200.0,836,OZEAN,same
2.0,2.0,1.925,200.0,211,SUMPF,same
2.0,2.0,2.0,92.71,4,WÜSTE,same
1.867,1.979,1.976,200.0,569,GEBIRGE,same
1.693,1.979,2.0,36.1,621,TUNDRA,same
1.867,2.0,1.976,200.0,530,OZEAN,same
1.549,2.0,2.0,200.0,351,GRASLAND,same
1.809,2.0,1.527,100.0,0,VULKAN,same
1.809,1.372,1.527,80.38,2,VULKAN,same
1.809,1.828,1.527,84.62,4,WÜSTE,same
1.792,1.923,1.225,200.0,222,OZEAN,same
1.879,1.923,1.225,178.04,119,SUMPF,same
1.737,1.923,1.287,200.0,378,GEBIRGE,same
0.948,1.768,0.797,200.0,748,OZEAN,same
0.585,2.0,1.311,97.57,136,GEBIRGE,same
0.823,1.276,1.041,200.0,144,GRASLAND,same
0.612,2.0,2.0,100.0,0,WÜSTE,same
0.919,2.0,1.536,48.4,6,VULKAN,same
0.919,2.0,1.536,200.0,50,WALD,same
0.793,2.0,1.536,124.9,13,GEBIRGE,same
1.126,2.0,1.449,200.0,269,GEBIRGE,same
1.32,1.949,2.0,200.0,498,GEBIRGE,same
1.313,2.0,2.0,200.0,245,SUMPF,same
2.0,2.0,0.5,200.0,650,WALD,same
1.444,1.84,1.64,100.0,0,VULKAN,same
1.444,1.84,1.64,37.84,7,VULKAN,same
0.634,1.344,0.692,200.0,1050,GRASLAND,same
2.0,2.0,2.0,200.0,231,GEBIRGE,same
0.686,2.0,1.121,200.0,525,SUMPF,same
2.0,1.983,2.0,200.0,201,OZEAN,same
2.0,2.0,2.0,82.43,203,TUNDRA,same
0.686,2.0,1.121,200.0,371,GEBIRGE,same
0.634,1.758,1.048,107.2,701,GEBIRGE,same
1.054,2.0,0.5,166.2,102,GRASLAND,same
1.223,2.0,0.697,200.0,1110,GEBIRGE,same
1.82,2.0,0.874,160.31,197,TUNDRA,same
0.915,2.0,0.874,200.0,257,WALD,same
1.216,1.406,2.0,200.0,528,WALD,same
0.5,2.0,1.465,150.0,67,SUMPF,same
0.5,2.0,1.64,35.75,93,TUNDRA,same
1.505,2.0,0.719,200.0,1781,SUMPF,same
1.766,1.642,0.976,200.0,867,SUMPF,same
0.687,2.0,1.798,5.46,684,TUNDRA,same
1.074,1.642,0.631,200.0,699,SUMPF,same
1.904,2.0,0.969,66.11,4,VULKAN,same
2.0,1.815,1.279,3.22,29,WÜSTE,same
1.766,2.0,1.017,66.52,51,TUNDRA,same
1.766,2.0,1.017,200.0,97,GEBIRGE,same
2.0,2.0,1.925,2.15,13,VULKAN,same
0.858,2.0,1.337,200.0,825,OZEAN,same
2.0,2.0,1.925,200.0,182,GRASLAND,same
2.0,2.0,1.925,200.0,177,GEBIRGE,same
1.984,2.0,1.925,200.0,94,WALD,same
1.297,1.809,1.322,200.0,1930,WALD,same
1.991,2.0,1.482,200.0,1499,GRASLAND,same
1.549,2.0,1.611,200.0,337,SUMPF,same
1.549,2.0,1.611,61.27,263,TUNDRA,same
2.0,2.0,1.391,200.0,402,GEBIRGE,same
1.809,2.0,1.527,75.17,74,OZEAN,same
1.792,1.923,1.625,26.56,139,TUNDRA,same
1.792,1.923,0.994,200.0,121,SUMPF,same
1.879,1.923,1.478,66.91,11,WÜSTE,same
1.879,1.685,1.225,72.51,3,VULKAN,same
0.823,1.276,0.819,167.37,108,GRASLAND,same
0.948,1.768,0.797,186.22,649,WÜSTE,same
0.779,2.0,2.0,107.2,1,OZEAN,same
0.717,1.8,1.261,200.0,415,WALD,same
0.779,2.0,2.0,104.63,80,SUMPF,same
1.252,2.0,1.536,96.23,16,TUNDRA,same
0.919,2.0,1.337,69.89,5,WÜSTE,same
1.11,2.0,1.449,195.63,394,TUNDRA,same
1.397,2.0,0.643,200.0,844,SUMPF,same
1.579,2.0,2.0,200.0,197,TUNDRA,same
1.721,1.239,1.64,27.6,27,GEBIRGE,same
1.444,1.84,1.64,84.94,69,WALD,same
1.348,2.0,2.0,200.0,324,GEBIRGE,same
1.797,2.0,2.0,198.6,48,GRASLAND,same
2.0,2.0,2.0,200.0,180,GEBIRGE,same
1.037,2.0,0.552,200.0,1137,SUMPF,same
1.506,1.983,2.0,20.68,20,WÜSTE,same
1.506,1.983,2.0,200.0,109,SUMPF,same
1.506,1.983,2.0,200.0,35,WALD,same
1.054,2.0,0.5,93.8,1,WÜSTE,same
0.645,2.0,1.121,200.0,275,SUMPF,same
0.634,1.366,1.048,200.0,577,OZEAN,same
0.645,2.0,0.897,186.07,196,TUNDRA,same
0.99,2.0,0.572,74.2,3,VULKAN,same
0.5,2.0,1.465,86.25,42,TUNDRA,same
1.858,1.718,0.5,200.0,1544,GRASLAND,same
0.5,2.0,1.465,100.0,0,WÜSTE,same
0.816,2.0,1.635,200.0,718,OZEAN,same
0.676,2.0,1.795,51.11,350,TUNDRA,same
0.651,2.0,1.795,55.47,317,TUNDRA,same
1.904,2.0,0.969,55.19,32,TUNDRA,same
1.245,1.239,2.0,8.25,16,TUNDRA,same
1.766,2.0,1.279,136.39,32,GEBIRGE,same
1.766,2.0,1.279,200.0,76,OZEAN,same
1.766,2.0,1.017,200.0,216,WALD,same
1.791,2.0,1.058,200.0,242,GRASLAND,same
1.245,2.0,1.925,66.3,7,WÜSTE,same
2.0,2.0,1.214,200.0,1647,WALD,same
2.0,2.0,1.925,99.4,21,GEBIRGE,same
2.0,2.0,1.925,70.84,159,TUNDRA,same
2.0,2.0,1.925,200.0,100,WALD,same
1.395,2.0,1.248,200.0,531,GEBIRGE,same
2.0,1.335,0.859,200.0,244,SUMPF,same
2.0,1.789,0.971,200.0,64,GRASLAND,same
1.809,2.0,1.527,12.62,31,WÜSTE,same
1.809,2.0,1.527,142.52,34,OZEAN,same
1.792,1.3,1.337,94.46,115,SUMPF,same
1.777,2.0,1.672,200.0,250,GEBIRGE,same
1.288,1.923,0.994,158.16,111,OZEAN,same
0.663,1.893,1.363,53.84,1209,TUNDRA,same
0.823,1.648,0.819,81.53,2,VULKAN,same
1.176,2.0,1.368,200.0,699,SUMPF,same
0.88,1.768,0.797,200.0,633,GEBIRGE,same
0.663,1.893,1.363,200.0,1130,SUMPF,same
1.053,1.484,1.814,13.9,9,VULKAN,same
1.001,1.267,2.0,98.06,58,GRASLAND,same
1.001,1.267,2.0,91.46,1,WÜSTE,same
1.11,2.0,1.449,200.0,327,SUMPF,same
1.397,2.0,0.78,200.0,689,SUMPF,same
1.579,2.0,2.0,83.57,102,TUNDRA,same
1.699,1.711,1.64,90.89,1,VULKAN,same
1.348,2.0,1.741,200.0,321,GEBIRGE,same
1.444,1.346,1.258,95.57,2,GEBIRGE,same
1.773,2.0,2.0,91.67,3,WÜSTE,same
1.662,2.0,1.807,200.0,171,SUMPF,same
2.0,1.782,2.0,134.49,907,TUNDRA,same
1.52,2.0,0.697,200.0,910,WALD,same
1.52,2.0,0.697,200.0,952,SUMPF,same
0.686,2.0,1.121,200.0,354,SUMPF,same
1.558,2.0,0.848,41.63,999,WÜSTE,same
0.634,1.366,1.048,200.0,606,WALD,same
0.804,2.0,0.897,200.0,14,OZEAN,same
0.645,2.0,0.897,200.0,186,GEBIRGE,same
2.0,2.0,0.865,200.0,1687,GRASLAND,same
0.99,2.0,0.572,195.8,38,GRASLAND,same
2.0,1.645,1.426,200.0,987,OZEAN,same
0.738,2.0,1.402,200.0,555,SUMPF,same
1.623,2.0,1.007,200.0,1285,GEBIRGE,same
1.599,2.0,0.5,200.0,796,SUMPF,same
0.783,2.0,1.795,200.0,290,GRASLAND,same
0.617,2.0,0.647,200.0,601,OZEAN,same
2.0,1.239,2.0,106.64,31,GRASLAND,same
0.556,2.0,2.0,81.9,215,TUNDRA,same
1.766,2.0,1.279,45.41,17,WÜSTE,same
1.766,2.0,1.279,83.94,5,WÜSTE,same
1.104,2.0,1.734,200.0,369,SUMPF,same
1.421,1.556,1.778,200.0,751,OZEAN,same
1.245,2.0,1.925,200.0,98,SUMPF,same
1.991,2.0,2.0,200.0,1554,OZEAN,same
2.0,2.0,1.925,92.47,1,VULKAN,same
2.0,2.0,1.925,72.4,15,WÜSTE,same
2.0,2.0,1.925,62.37,5,VULKAN,same
2.0,1.789,0.971,200.0,132,GEBIRGE,same
1.323,2.0,1.718,41.71,89,TUNDRA,same
2.0,1.806,0.971,25.87,39,TUNDRA,same
1.809,2.0,1.527,67.56,4,VULKAN,same
1.809,1.792,1.527,100.0,0,VULKAN,same
2.0,1.3,1.331,59.83,6,WÜSTE,same
1.288,2.0,0.994,91.4,1,VULKAN,same
1.948,2.0,0.854,200.0,264,GEBIRGE,same
1.934,2.0,1.785,200.0,105,OZEAN,same
1.934,2.0,1.785,200.0,402,SUMPF,same
1.758,2.0,1.785,200.0,483,OZEAN,same
1.934,2.0,1.785,200.0,307,TUNDRA,same
1.716,2.0,1.097,57.0,5,VULKAN,same
1.934,2.0,1.785,200.0,275,WALD,same
1.001,1.267,2.0,65.85,4,WÜSTE,same
1.934,2.0,1.785,200.0,202,WALD,same
1.397,2.0,0.643,200.0,765,OZEAN,same
1.579,2.0,1.973,99.51,178,TUNDRA,same
1.348,2.0,1.741,2.83,257,TUNDRA,same
2.0,2.0,2.0,200.0,109,GEBIRGE,same
1.67,2.0,1.807,200.0,120,GEBIRGE,same
2.0,2.0,2.0,71.82,118,VULKAN,same
2.0,1.646,2.0,100.0,0,VULKAN,same
0.678,1.658,0.5,200.0,1271,GRASLAND,same
1.639,2.0,1.218,39.8,7,VULKAN,same
1.526,2.0,2.0,200.0,358,SUMPF,same
1.759,1.9,2.0,103.39,1,GEBIRGE,same
0.709,2.0,1.121,200.0,267,GEBIRGE,same
0.804,2.0,0.897,200.0,131,WALD,same
0.645,2.0,0.897,200.0,165,SUMPF,same
0.886,2.0,1.197,94.34,10,TUNDRA,same
0.99,2.0,0.594,31.2,8,VULKAN,same
0.99,2.0,0.572,182.4,9,GRASLAND,same
1.599,2.0,0.601,200.0,597,GEBIRGE,same
1.114,2.0,2.0,85.71,250,TUNDRA,same
1.858,1.515,0.5,200.0,1419,SUMPF,same
1.623,2.0,1.007,200.0,1189,GRASLAND,same
2.0,1.502,2.0,150.0,75,GRASLAND,same
2.0,1.239,2.0,124.51,9,GRASLAND,same
0.715,2.0,2.0,200.0,323,SUMPF,same
1.766,2.0,1.279,13.3,27,WÜSTE,same
1.104,2.0,1.734,200.0,382,WALD,same
1.287,2.0,1.734,66.33,271,TUNDRA,same
1.104,2.0,1.824,200.0,335,GEBIRGE,same
1.104,2.0,1.734,48.92,361,TUNDRA,same
1.104,2.0,1.734,200.0,478,GEBIRGE,same
2.0,1.335,1.925,74.21,7,WALD,same
1.039,2.0,1.734,200.0,315,GRASLAND,same
1.275,2.0,1.718,52.11,10,WÜSTE,same
1.323,2.0,1.718,43.74,73,TUNDRA,same
2.0,1.789,0.859,200.0,219,GRASLAND,same
2.0,1.789,0.971,65.71,57,GEBIRGE,same
2.0,1.759,0.644,100.0,0,VULKAN,same
1.373,1.215,1.679,200.0,428,GRASLAND,same
1.737,2.0,1.225,200.0,273,GRASLAND,same
0.923,1.79,1.463,200.0,977,GEBIRGE,same
1.934,2.0,1.785,121.2,27,SUMPF,same
1.222,2.0,1.785,31.2,8,VULKAN,same
1.313,2.0,1.785,200.0,89,OZEAN,same
1.313,2.0,2.0,200.0,76,GRASLAND,same
1.934,2.0,1.785,200.0,301,SUMPF,same
1.934,1.495,1.097,200.0,140,WALD,same
1.716,1.844,1.097,75.78,82,SUMPF,same
1.716,1.844,1.097,20.15,9,VULKAN,same
1.397,2.0,0.78,200.0,554,WALD,same
1.313,2.0,2.0,200.0,272,SUMPF,same
0.872,2.0,0.653,200.0,1366,WALD,same
2.0,2.0,2.0,182.4,90,GRASLAND,same
2.0,2.0,2.0,200.0,86,WALD,same
2.0,2.0,2.0,18.01,45,WÜSTE,same
1.662,2.0,1.371,200.0,285,SUMPF,same
0.678,1.658,0.628,200.0,1172,SUMPF,same
1.639,2.0,1.218,200.0,20,GRASLAND,same
1.639,1.9,2.0,200.0,66,SUMPF,same
1.639,1.9,2.0,159.17,72,OZEAN,same
0.709,2.0,1.121,200.0,207,GRASLAND,same
0.847,1.748,0.901,186.1,783,WÜSTE,same
0.886,2.0,0.897,200.0,153,OZEAN,same
0.619,1.366,1.368,200.0,336,GRASLAND,same
0.886,1.72,1.195,50.9,20,TUNDRA,same
0.99,2.0,0.572,82.8,2,VULKAN,same
0.99,1.605,0.572,200.0,132,OZEAN,same
1.518,2.0,2.0,200.0,156,WALD,same
1.312,2.0,2.0,159.41,109,GEBIRGE,same
0.738,2.0,1.628,131.69,535,TUNDRA,same
1.599,2.0,0.647,200.0,802,OZEAN,same
2.0,1.502,2.0,200.0,35,WALD,same
2.0,1.502,2.0,100.0,0,VULKAN,same
2.0,1.239,1.773,92.87,1,VULKAN,same
1.299,1.239,2.0,100.0,0,GEBIRGE,same
0.715,2.0,2.0,200.0,224,WALD,same
0.715,2.0,2.0,200.0,138,GRASLAND,same
1.104,2.0,1.734,200.0,270,WALD,same
1.198,2.0,0.924,200.0,1041,WALD,same
1.039,2.0,1.734,200.0,416,WALD,same
1.353,2.0,1.734,200.0,372,WALD,same
1.039,2.0,2.0,200.0,306,GEBIRGE,same
1.408,1.806,1.654,200.0,831,SUMPF,same
1.867,1.979,1.785,168.17,494,VULKAN,same
1.275,2.0,1.718,114.01,70,SUMPF,same
1.275,2.0,1.718,56.9,9,WÜSTE,same
1.767,1.733,0.633,81.85,2,VULKAN,same
2.0,1.759,1.011,150.0,34,SUMPF,same
1.777,2.0,1.147,182.02,249,TUNDRA,same
1.23,2.0,0.785,200.0,245,GRASLAND,same
1.934,2.0,1.785,53.74,6,VULKAN,same
2.0,2.0,1.785,64.18,19,WÜSTE,same
1.934,2.0,1.785,46.03,7,VULKAN,same
1.934,2.0,1.785,200.0,215,GEBIRGE,same
1.313,1.749,1.785,200.0,73,WALD,same
1.934,1.655,1.097,200.0,98,SUMPF,same
1.716,1.844,1.097,95.23,3,TUNDRA,same
1.716,1.844,1.097,72.7,6,WÜSTE,same
1.414,2.0,1.785,200.0,446,WALD,same
1.414,2.0,1.785,199.65,412,TUNDRA,same
1.397,2.0,0.78,200.0,574,SUMPF,same
1.397,2.0,0.78,95.37,567,TUNDRA,same
2.0,2.0,1.855,83.26,9,WÜSTE,same
2.0,2.0,2.0,84.98,2,VULKAN,same
2.0,2.0,2.0,200.0,83,GRASLAND,same
0.5,2.0,1.121,200.0,548,WALD,same
1.638,2.0,1.666,23.94,198,VULKAN,same
1.324,2.0,2.0,200.0,447,OZEAN,same
1.639,1.9,2.0,124.78,24,GEBIRGE,same
1.639,1.9,2.0,2.14,25,WÜSTE,same
1.639,1.9,2.0,3.51,11,VULKAN,same
0.541,2.0,1.121,200.0,158,SUMPF,same
0.619,1.802,1.368,200.0,325,GRASLAND,same
0.886,2.0,0.897,92.58,92,GEBIRGE,same
0.886,2.0,0.897,94.49,6,TUNDRA,same
0.645,2.0,0.897,200.0,138,OZEAN,same
0.99,1.605,0.572,3.88,13,WÜSTE,same
1.312,2.0,2.0,39.8,7,VULKAN,same
1.518,2.0,2.0,200.0,40,WALD,same
1.312,2.0,2.0,200.0,93,WALD,same
2.0,1.502,2.0,200.0,26,SUMPF,same
0.926,1.483,0.684,200.0,1316,SUMPF,same
1.599,2.0,0.647,165.43,865,TUNDRA,same
1.083,2.0,0.747,102.8,423,VULKAN,same
2.0,0.98,2.0,89.97,14,SUMPF,same
0.715,1.388,2.0,87.49,61,OZEAN,same
1.104,2.0,1.734,200.0,243,GEBIRGE,same
0.715,1.572,2.0,200.0,106,WALD,same
1.825,1.755,0.674,200.0,1522,GEBIRGE,same
1.104,2.0,2.0,39.8,7,VULKAN,same
1.104,2.0,1.824,200.0,231,SUMPF,same
1.104,2.0,1.734,185.99,359,TUNDRA,same
1.377,1.427,2.0,200.0,495,SUMPF,same
1.275,1.673,1.033,44.87,6,VULKAN,same
1.257,2.0,1.884,200.0,453,GEBIRGE,same
1.275,2.0,1.718,200.0,44,WALD,same
2.0,1.789,0.864,200.0,190,SUMPF,same
0.689,1.39,0.83,200.0,1911,OZEAN,same
0.907,1.366,1.006,200.0,1935,WALD,same
2.0,2.0,1.147,200.0,215,WALD,same
1.23,2.0,0.864,200.0,223,WALD,same
2.0,2.0,1.408,200.0,388,OZEAN,same
2.0,2.0,2.0,200.0,629,GEBIRGE,same
0.703,2.0,2.0,200.0,810,OZEAN,same
0.502,1.884,0.959,200.0,1466,GEBIRGE,same
0.876,1.441,0.569,200.0,1825,WALD,same
