Anpassung,Effizienz,Mobilität,Energie,Alter,Umgebung,Kategorie
1.547,2.0,2.0,200.0,1070,SUMPF,population
1.554,2.0,1.809,200.0,192,WALD,population
1.285,2.0,1.236,166.2,119,GRASLAND,population
0.739,1.833,0.5,200.0,1245,GRASLAND,population
1.009,2.0,1.656,200.0,175,GEBIRGE,population
1.158,1.982,1.365,114.27,126,OZEAN,population
1.158,1.982,1.365,39.62,11,WÜSTE,population
1.55,1.836,1.656,85.62,3,WÜSTE,population
2.0,1.941,2.0,200.0,642,OZEAN,population
2.0,1.941,1.276,200.0,589,WALD,population
1.09,2.0,1.971,200.0,862,WALD,population
1.669,2.0,1.039,166.2,103,GRASLAND,population
0.663,2.0,2.0,31.2,8,VULKAN,population
1.239,1.591,2.0,9.6,244,GEBIRGE,population
0.695,2.0,2.0,63.45,6,WÜSTE,population
0.973,2.0,1.201,200.0,519,WALD,population
1.752,2.0,2.0,200.0,120,WALD,population
1.752,2.0,2.0,11.26,31,WÜSTE,population
1.752,1.607,2.0,200.0,306,OZEAN,population
1.849,1.711,1.304,200.0,688,SUMPF,population
1.023,2.0,1.642,39.8,7,VULKAN,population
1.402,1.825,0.64,200.0,908,GRASLAND,population
2.0,2.0,2.0,18.01,45,WÜSTE,population
1.275,1.931,0.576,200.0,163,WALD,population
1.838,2.0,0.996,124.83,479,TUNDRA,population
1.275,1.931,0.576,200.0,258,WALD,population
0.999,2.0,0.76,200.0,861,GRASLAND,population
1.275,2.0,0.742,200.0,348,GEBIRGE,population
2.0,2.0,2.0,200.0,243,GRASLAND,population
2.0,2.0,1.827,35.69,36,WÜSTE,population
2.0,2.0,1.462,187.6,39,GEBIRGE,population
2.0,2.0,1.495,200.0,214,GEBIRGE,population
0.734,2.0,1.211,200.0,704,GRASLAND,population
1.326,1.51,2.0,97.34,45,OZEAN,population
0.701,2.0,1.091,200.0,274,GRASLAND,population
0.5,2.0,0.693,38.0,10,WÜSTE,population
0.619,2.0,0.693,31.8,11,WÜSTE,population
0.812,2.0,0.761,91.4,1,VULKAN,population
0.914,2.0,1.089,79.43,348,TUNDRA,population
0.8,2.0,0.936,200.0,439,OZEAN,population
1.426,2.0,1.293,200.0,84,GRASLAND,population
1.276,1.708,1.148,200.0,622,GEBIRGE,population
1.426,2.0,1.293,36.1,14,WÜSTE,population
1.361,2.0,1.99,28.8,286,VULKAN,population
1.572,1.138,1.716,72.92,3,WÜSTE,population
1.272,2.0,1.528,11.76,439,WÜSTE,population
1.515,2.0,1.481,74.2,3,VULKAN,population
1.799,1.877,1.456,200.0,408,WALD,population
1.599,2.0,1.214,200.0,1050,GRASLAND,population
2.0,1.914,1.456,200.0,356,WALD,population
1.513,2.0,1.809,200.0,163,OZEAN,population
1.285,2.0,1.236,194.2,42,OZEAN,population
1.798,2.0,1.236,75.09,63,TUNDRA,population
1.285,2.0,1.236,55.6,90,TUNDRA,population
1.158,2.0,1.365,62.29,7,WÜSTE,population
1.158,1.982,1.365,144.76,17,GEBIRGE,population
1.158,1.982,1.019,22.32,9,VULKAN,population
1.158,1.836,1.656,170.79,93,OZEAN,population
1.158,1.836,1.656,148.01,32,GEBIRGE,population
0.972,2.0,1.524,163.5,312,TUNDRA,population
1.421,2.0,1.039,200.0,136,GRASLAND,population
0.5,1.931,0.824,200.0,1017,GEBIRGE,population
0.672,1.249,0.641,200.0,1215,SUMPF,population
0.847,1.931,0.53,200.0,1558,WALD,population
0.69,1.931,0.615,200.0,1354,OZEAN,population
0.826,2.0,0.813,200.0,1512,GEBIRGE,population
0.973,2.0,1.201,58.63,760,TUNDRA,population
1.752,2.0,2.0,100.18,4,TUNDRA,population
2.0,1.58,0.814,200.0,567,WALD,population
2.0,1.164,0.814,200.0,573,WALD,population
1.777,1.715,1.731,200.0,23,GRASLAND,population
0.785,0.969,0.589,200.0,1444,WALD,population
1.777,1.715,1.731,189.4,149,GEBIRGE,population
1.464,1.946,1.517,130.3,542,TUNDRA,population
1.777,2.0,1.731,3.23,12,VULKAN,population
1.974,2.0,1.956,77.28,3,VULKAN,population
1.974,2.0,1.495,180.34,115,SUMPF,population
1.974,2.0,1.495,200.0,182,WALD,population
1.275,2.0,0.742,142.82,390,WÜSTE,population
2.0,2.0,1.131,182.47,184,TUNDRA,population
1.549,1.767,0.792,200.0,796,GRASLAND,population
2.0,2.0,1.131,200.0,77,OZEAN,population
2.0,2.0,0.694,24.86,26,WÜSTE,population
0.882,2.0,0.762,200.0,491,SUMPF,population
0.701,2.0,0.864,200.0,291,SUMPF,population
0.701,2.0,0.693,200.0,132,SUMPF,population
0.701,2.0,0.693,81.49,72,OZEAN,population
0.701,2.0,0.761,157.97,67,SUMPF,population
2.0,2.0,0.855,200.0,935,GRASLAND,population
0.748,2.0,1.315,200.0,667,GEBIRGE,population
1.426,2.0,1.293,5.4,11,VULKAN,population
1.211,2.0,1.293,193.3,29,SUMPF,population
1.276,1.461,1.148,200.0,673,OZEAN,population
1.263,1.684,1.761,200.0,158,GRASLAND,population
1.486,1.138,1.761,58.44,38,OZEAN,population
1.623,2.0,1.99,60.27,164,TUNDRA,population
1.623,2.0,1.99,200.0,162,GRASLAND,population
1.189,2.0,0.871,200.0,634,GRASLAND,population
1.799,1.877,1.456,200.0,385,OZEAN,population
1.145,2.0,1.221,200.0,118,SUMPF,population
1.285,2.0,1.236,57.0,5,VULKAN,population
1.285,2.0,1.236,5.4,11,VULKAN,population
0.5,2.0,1.432,200.0,542,SUMPF,population
1.118,2.0,1.809,200.0,121,SUMPF,population
1.417,2.0,2.0,198.43,1025,TUNDRA,population
1.118,2.0,1.809,58.84,22,GEBIRGE,population
0.5,2.0,1.49,200.0,422,GEBIRGE,population
0.972,2.0,1.448,200.0,357,GRASLAND,population
1.032,2.0,1.656,7.69,158,WÜSTE,population
0.972,2.0,1.448,200.0,377,WALD,population
1.094,1.642,0.903,200.0,1597,OZEAN,population
0.5,1.931,0.824,200.0,1009,GRASLAND,population
1.0,1.0,1.0,200.0,2000,SUMPF,population
1.321,1.723,0.541,200.0,1694,SUMPF,population
1.867,1.588,1.895,200.0,252,WALD,population
0.713,1.931,0.507,200.0,1222,GEBIRGE,population
1.556,2.0,1.128,200.0,838,GEBIRGE,population
1.752,2.0,2.0,108.57,150,OZEAN,population
1.022,2.0,0.988,200.0,1127,WALD,population
1.7,2.0,1.731,200.0,272,GEBIRGE,population
1.7,1.715,1.731,82.13,282,WÜSTE,population
1.777,1.715,1.731,200.0,119,GRASLAND,population
1.777,1.715,1.731,200.0,123,GEBIRGE,population
1.777,1.715,1.731,200.0,88,WALD,population
1.622,2.0,1.071,200.0,446,GEBIRGE,population
1.275,2.0,1.16,200.0,453,GRASLAND,population
1.719,2.0,1.13,89.29,3,WÜSTE,population
1.275,1.299,1.136,200.0,408,SUMPF,population
1.719,2.0,1.803,75.53,3,VULKAN,population
2.0,2.0,1.154,10.13,38,WÜSTE,population
2.0,2.0,1.495,200.0,174,WALD,population
2.0,2.0,1.131,56.97,18,WÜSTE,population
2.0,2.0,1.131,28.29,30,WÜSTE,population
0.701,2.0,0.693,92.68,94,GEBIRGE,population
2.0,2.0,1.495,192.27,243,VULKAN,population
0.528,2.0,0.693,48.4,6,VULKAN,population
0.701,2.0,0.693,166.4,31,OZEAN,population
0.701,2.0,0.693,82.8,2,VULKAN,population
0.701,2.0,0.761,88.14,11,TUNDRA,population
1.449,2.0,1.868,200.0,281,SUMPF,population
1.525,2.0,1.761,62.65,473,TUNDRA,population
1.449,2.0,1.134,200.0,195,WALD,population
1.148,2.0,1.293,57.0,5,VULKAN,population
1.263,1.849,1.761,138.06,56,SUMPF,population
1.819,2.0,1.129,200.0,589,GEBIRGE,population
2.0,2.0,1.99,65.68,99,TUNDRA,population
2.0,2.0,2.0,54.45,25,WÜSTE,population
1.749,2.0,1.575,9.73,11,VULKAN,population
2.0,1.914,1.456,200.0,170,GEBIRGE,population
1.546,2.0,1.221,14.0,10,VULKAN,population
2.0,1.945,0.695,33.46,52,TUNDRA,population
0.5,2.0,1.432,200.0,516,GRASLAND,population
0.5,2.0,1.432,200.0,415,WALD,population
0.5,2.0,1.91,200.0,299,SUMPF,population
1.118,2.0,1.809,131.0,59,GRASLAND,population
0.951,1.625,1.772,100.0,0,VULKAN,population
1.127,2.0,2.0,179.77,686,TUNDRA,population
0.891,2.0,1.448,200.0,305,SUMPF,population
2.0,1.763,1.051,200.0,712,GRASLAND,population
0.714,2.0,1.656,38.19,10,WÜSTE,population
0.972,2.0,1.448,200.0,313,OZEAN,population
2.0,1.763,1.259,200.0,585,WALD,population
0.5,2.0,0.664,200.0,1240,GEBIRGE,population
1.963,1.588,1.238,165.09,42,WALD,population
2.0,1.588,1.984,165.13,57,WALD,population
2.0,1.632,1.984,200.0,26,WALD,population
1.867,1.588,1.461,118.0,337,TUNDRA,population
2.0,1.735,2.0,200.0,149,WALD,population
1.752,1.735,2.0,200.0,221,SUMPF,population
1.692,1.224,1.738,200.0,536,WALD,population
1.819,1.715,1.731,53.4,24,TUNDRA,population
1.777,1.356,1.731,31.07,7,VULKAN,population
1.777,1.715,1.308,200.0,63,OZEAN,population
0.56,2.0,0.558,200.0,1134,OZEAN,population
0.547,2.0,0.5,200.0,1573,WALD,population
1.719,2.0,1.215,39.97,7,VULKAN,population
1.719,2.0,1.495,200.0,41,WALD,population
1.719,2.0,1.495,181.0,77,OZEAN,population
1.719,1.882,1.495,20.77,9,VULKAN,population
0.843,1.829,0.525,200.0,831,WALD,population
2.0,2.0,1.154,200.0,78,OZEAN,population
2.0,2.0,1.154,81.08,8,WÜSTE,population
1.07,2.0,0.708,200.0,1136,SUMPF,population
1.004,2.0,2.0,39.8,7,GEBIRGE,population
0.797,2.0,0.521,31.8,11,WÜSTE,population
1.214,2.0,0.772,200.0,420,GRASLAND,population
1.145,2.0,2.0,200.0,77,WALD,population
1.145,1.855,2.0,40.43,10,WÜSTE,population
1.525,2.0,1.761,200.0,466,OZEAN,population
1.449,2.0,1.134,200.0,101,WALD,population
0.675,2.0,1.595,200.0,1466,OZEAN,population
1.449,2.0,1.761,56.97,536,TUNDRA,population
1.449,1.926,2.0,200.0,125,GEBIRGE,population
1.263,1.849,1.761,31.56,12,WÜSTE,population
1.449,1.926,2.0,59.4,9,WÜSTE,population
1.999,1.243,1.246,200.0,709,SUMPF,population
2.0,2.0,2.0,200.0,41,WALD,population
2.0,2.0,2.0,77.47,3,VULKAN,population
1.189,2.0,1.055,200.0,522,SUMPF,population
2.0,2.0,0.955,150.0,85,WALD,population
2.0,2.0,0.754,100.0,0,VULKAN,population
0.766,1.72,1.278,200.0,520,SUMPF,population
0.635,2.0,1.841,174.57,176,GEBIRGE,population
1.118,2.0,2.0,57.0,5,VULKAN,population
1.427,1.827,1.809,89.5,2,WÜSTE,population
1.236,2.0,2.0,200.0,195,SUMPF,population
1.659,2.0,1.145,200.0,745,SUMPF,population
0.714,2.0,1.656,172.39,102,WALD,population
0.714,2.0,1.656,200.0,109,WALD,population
0.714,2.0,1.829,200.0,51,WALD,population
0.972,2.0,1.448,200.0,294,SUMPF,population
1.839,2.0,1.238,70.53,10,WÜSTE,population
2.0,1.588,1.984,200.0,168,WALD,population
1.963,1.588,1.008,90.65,1,VULKAN,population
2.0,1.588,1.984,90.65,1,VULKAN,population
1.982,1.632,1.984,88.49,6,TUNDRA,population
1.705,1.624,2.0,13.15,35,TUNDRA,population
2.0,2.0,1.731,146.84,254,VULKAN,population
0.543,1.834,0.582,200.0,865,SUMPF,population
0.543,1.834,0.5,200.0,887,SUMPF,population
1.777,1.715,1.407,127.19,14,GEBIRGE,population
1.403,1.715,1.308,197.57,40,SUMPF,population
1.777,1.715,1.308,200.0,31,GRASLAND,population
1.777,1.715,1.308,65.85,7,WÜSTE,population
1.719,2.0,1.495,98.94,22,TUNDRA,population
0.722,1.862,0.857,200.0,668,GEBIRGE,population
1.719,1.626,1.495,150.0,34,GRASLAND,population
0.722,2.0,0.795,200.0,300,SUMPF,population
2.0,2.0,1.495,91.33,97,TUNDRA,population
2.0,2.0,1.495,92.94,114,TUNDRA,population
0.5,1.848,0.742,72.23,203,GEBIRGE,population
1.004,2.0,2.0,93.86,39,GEBIRGE,population
1.209,2.0,2.0,85.28,3,WÜSTE,population
1.004,2.0,2.0,94.99,59,GEBIRGE,population
1.443,2.0,0.556,200.0,232,OZEAN,population
1.004,2.0,2.0,97.27,42,TUNDRA,population
1.145,2.0,2.0,50.05,54,TUNDRA,population
0.807,2.0,2.0,200.0,42,WALD,population
1.449,2.0,1.761,200.0,474,GEBIRGE,population
1.449,2.0,1.134,78.62,81,GEBIRGE,population
1.449,1.901,1.868,200.0,245,SUMPF,population
1.263,1.849,1.761,100.0,0,WÜSTE,population
2.0,1.617,0.994,200.0,264,GEBIRGE,population
1.449,1.926,2.0,200.0,49,OZEAN,population
2.0,2.0,1.757,105.21,978,WÜSTE,population
2.0,2.0,2.0,200.0,87,GRASLAND,population
1.667,1.506,2.0,200.0,498,SUMPF,population
0.941,2.0,1.288,200.0,318,GEBIRGE,population
2.0,2.0,0.955,200.0,204,GEBIRGE,population
2.0,2.0,0.955,33.22,103,TUNDRA,population
2.0,2.0,0.955,16.78,32,WÜSTE,population
2.0,1.671,0.928,200.0,208,WALD,population
2.0,1.671,0.928,200.0,174,GRASLAND,population
1.967,1.464,0.749,26.13,8,VULKAN,population
1.118,2.0,1.809,99.67,3,TUNDRA,population
1.236,1.877,1.279,31.56,12,WÜSTE,population
1.236,2.0,1.279,122.17,123,OZEAN,population
0.714,2.0,1.374,60.79,99,TUNDRA,population
0.714,2.0,1.656,81.46,3,WÜSTE,population
0.898,2.0,1.344,174.17,33,GEBIRGE,population
0.5,2.0,0.664,138.54,1344,TUNDRA,population
1.189,2.0,1.448,200.0,174,WALD,population
2.0,1.868,1.984,160.05,52,OZEAN,population
2.0,2.0,2.0,27.91,10,VULKAN,population
1.855,2.0,2.0,120.15,1,WALD,population
2.0,1.267,2.0,92.35,2,TUNDRA,population
2.0,2.0,2.0,51.7,118,WÜSTE,population
0.558,1.93,0.5,15.79,10,VULKAN,population
0.558,1.507,0.547,117.6,87,WALD,population
1.7,1.715,1.731,63.38,352,VULKAN,population
0.543,1.834,0.5,200.0,727,GRASLAND,population
1.07,1.839,0.5,200.0,575,SUMPF,population
1.859,1.715,1.308,36.25,7,VULKAN,population
1.777,1.644,1.308,10.57,10,VULKAN,population
1.622,2.0,1.071,200.0,340,GRASLAND,population
1.719,1.442,1.495,85.82,22,GEBIRGE,population
1.623,1.626,1.495,115.25,10,SUMPF,population
1.719,1.626,1.013,100.0,0,VULKAN,population
0.668,2.0,0.5,74.2,3,VULKAN,population
0.5,1.848,0.742,200.0,267,WALD,population
0.579,2.0,0.5,44.2,9,WÜSTE,population
0.5,1.848,0.742,200.0,211,WALD,population
1.004,2.0,2.0,14.0,10,VULKAN,population
1.004,2.0,2.0,181.0,62,GRASLAND,population
1.004,2.0,2.0,200.0,161,SUMPF,population
1.145,2.0,2.0,98.03,36,TUNDRA,population
0.807,2.0,2.0,39.8,7,VULKAN,population
1.449,2.0,1.761,140.76,420,TUNDRA,population
1.132,2.0,0.952,200.0,392,OZEAN,population
1.911,2.0,1.134,66.95,4,VULKAN,population
1.449,2.0,1.868,200.0,269,GEBIRGE,population
1.449,1.926,1.868,200.0,142,OZEAN,population
1.449,1.926,1.868,184.58,127,GEBIRGE,population
2.0,1.374,0.994,200.0,274,SUMPF,population
1.449,1.926,2.0,5.27,21,WÜSTE,population
0.784,2.0,1.936,78.98,121,GEBIRGE,population
2.0,2.0,2.0,200.0,38,OZEAN,population
0.82,2.0,0.8,200.0,300,GEBIRGE,population
0.784,2.0,2.0,116.29,50,GEBIRGE,population
1.724,1.671,0.928,108.11,144,GEBIRGE,population
2.0,1.671,0.627,131.65,15,GEBIRGE,population
2.0,1.671,0.627,200.0,36,SUMPF,population
1.967,1.464,0.627,94.12,31,OZEAN,population
2.0,1.723,0.627,21.07,17,WÜSTE,population
1.145,2.0,2.0,44.1,218,TUNDRA,population
2.0,2.0,1.458,200.0,388,OZEAN,population
1.236,2.0,1.279,48.4,6,VULKAN,population
1.236,2.0,1.439,1.28,20,WÜSTE,population
0.714,2.0,1.656,75.28,4,WÜSTE,population
1.867,2.0,1.362,15.03,437,TUNDRA,population
0.5,1.669,1.117,200.0,930,GRASLAND,population
2.0,2.0,1.984,98.17,1,WÜSTE,population
1.867,1.92,1.362,57.43,593,WÜSTE,population
2.0,2.0,2.0,58.2,63,TUNDRA,population
2.0,2.0,2.0,140.66,104,WALD,population
1.488,1.588,1.362,181.29,465,VULKAN,population
2.0,2.0,2.0,61.46,110,WÜSTE,population
0.558,1.507,0.746,200.0,135,GRASLAND,population
0.558,1.507,0.547,200.0,166,WALD,population
0.558,1.225,0.5,89.84,1,VULKAN,population
1.025,2.0,1.049,90.51,13,TUNDRA,population
1.622,2.0,1.124,148.24,162,WÜSTE,population
2.0,2.0,0.887,200.0,12,WALD,population
1.622,2.0,1.263,57.57,103,TUNDRA,population
1.515,2.0,1.071,200.0,163,OZEAN,population
0.722,2.0,0.693,200.0,344,SUMPF,population
1.515,2.0,1.071,91.19,151,WÜSTE,population
1.623,1.626,1.495,76.2,4,WÜSTE,population
0.5,2.0,0.5,200.0,180,OZEAN,population
0.579,2.0,0.5,70.0,63,OZEAN,population
0.5,2.0,0.628,200.0,486,GEBIRGE,population
0.5,2.0,0.717,200.0,482,WALD,population
1.004,2.0,2.0,72.63,5,WÜSTE,population
1.07,2.0,0.708,200.0,1385,GRASLAND,population
0.795,2.0,2.0,5.4,11,VULKAN,population
1.004,2.0,2.0,105.89,44,GEBIRGE,population
1.004,2.0,2.0,98.83,18,TUNDRA,population
0.613,2.0,2.0,111.06,89,GEBIRGE,population
1.449,2.0,1.134,33.03,46,TUNDRA,population
1.449,1.926,1.868,165.46,38,GRASLAND,population
1.449,1.926,1.868,50.0,11,WÜSTE,population
1.449,0.93,1.868,100.0,0,VULKAN,population
1.449,2.0,1.868,200.0,120,SUMPF,population
1.449,2.0,1.868,200.0,115,SUMPF,population
1.449,1.707,2.0,200.0,35,SUMPF,population
0.784,2.0,1.936,14.0,10,VULKAN,population
1.765,1.706,2.0,76.93,5,WÜSTE,population
0.82,2.0,1.206,200.0,402,OZEAN,population
1.189,2.0,1.055,53.8,430,VULKAN,population
1.146,2.0,1.982,200.0,617,GRASLAND,population
0.876,1.601,0.791,200.0,329,SUMPF,population
2.0,1.827,0.627,54.11,23,TUNDRA,population
1.967,1.464,0.587,54.23,7,WÜSTE,population
2.0,2.0,1.458,28.03,367,TUNDRA,population
2.0,2.0,1.446,156.14,5,OZEAN,population
2.0,1.71,1.458,113.88,98,OZEAN,population
1.495,1.71,1.699,82.36,19,OZEAN,population
1.152,1.683,1.408,63.33,4,VULKAN,population
1.35,2.0,1.381,110.42,946,OZEAN,population
1.942,2.0,1.14,200.0,443,GRASLAND,population
1.867,2.0,1.145,200.0,785,OZEAN,population
1.189,2.0,1.336,200.0,56,GRASLAND,population
1.867,2.0,1.145,200.0,736,GRASLAND,population
1.784,1.885,1.2,200.0,246,WALD,population
1.994,2.0,2.0,55.24,41,TUNDRA,population
1.994,2.0,2.0,12.04,37,VULKAN,population
0.558,1.507,0.746,71.71,125,OZEAN,population
0.5,1.226,0.873,8.55,9,VULKAN,population
2.0,2.0,1.003,200.0,76,WALD,population
0.5,2.0,0.5,200.0,583,WALD,population
1.622,2.0,1.272,200.0,65,GRASLAND,population
1.622,2.0,0.884,47.35,62,TUNDRA,population
1.128,2.0,0.5,200.0,431,GEBIRGE,population
0.722,2.0,0.693,125.6,477,WÜSTE,population
1.622,2.0,1.071,200.0,273,WALD,population
2.0,2.0,1.071,20.73,190,VULKAN,population
0.561,1.848,0.742,26.08,115,WÜSTE,population
0.561,1.296,0.742,144.43,5,WALD,population
0.722,2.0,0.56,200.0,244,GEBIRGE,population
0.561,1.848,0.742,66.31,209,TUNDRA,population
0.962,2.0,0.89,200.0,1800,SUMPF,population
0.646,1.359,0.5,26.1,9,WÜSTE,population
0.5,2.0,0.717,200.0,456,WALD,population
0.5,2.0,0.5,25.6,12,WÜSTE,population
0.5,2.0,0.727,200.0,288,GRASLAND,population
1.132,2.0,0.952,200.0,495,GRASLAND,population
0.706,2.0,1.393,200.0,246,SUMPF,population
0.863,2.0,1.005,200.0,227,SUMPF,population
1.449,2.0,1.868,91.4,1,VULKAN,population
1.819,2.0,1.129,200.0,391,WALD,population
1.449,1.376,1.868,99.71,84,SUMPF,population
2.0,2.0,0.994,200.0,390,GRASLAND,population
1.449,2.0,2.0,150.0,85,GRASLAND,population
0.553,1.834,1.0,200.0,1934,WALD,population
2.0,1.374,1.346,177.37,240,GEBIRGE,population
0.784,2.0,1.936,80.76,80,WÜSTE,population
1.162,1.578,0.82,100.0,0,VULKAN,population
0.82,2.0,0.915,200.0,260,GEBIRGE,population
1.18,1.755,1.888,200.0,849,GEBIRGE,population
0.883,2.0,1.288,200.0,165,GRASLAND,population
0.883,2.0,1.288,118.39,86,WALD,population
0.883,2.0,1.288,32.39,11,WÜSTE,population
0.575,2.0,1.288,101.43,1,GEBIRGE,population
2.0,1.71,1.458,148.3,312,VULKAN,population
2.0,1.71,1.458,200.0,158,GRASLAND,population
2.0,1.612,1.458,99.72,14,SUMPF,population
2.0,1.71,1.458,45.3,6,VULKAN,population
1.495,1.71,1.699,2.71,11,VULKAN,population
2.0,1.58,2.0,200.0,215,OZEAN,population
1.659,1.69,0.705,200.0,445,GEBIRGE,population
1.867,2.0,1.145,200.0,618,OZEAN,population
1.189,2.0,1.62,200.0,28,WALD,population
1.747,2.0,1.362,0.21,349,TUNDRA,population
2.0,2.0,1.117,200.0,901,WALD,population
2.0,2.0,1.216,200.0,383,WALD,population
2.0,2.0,0.946,200.0,873,WALD,population
0.55,1.849,0.5,200.0,369,WALD,population
0.837,2.0,1.236,200.0,1833,WALD,population
1.622,1.762,1.124,200.0,156,GEBIRGE,population
0.69,0.971,0.577,36.6,230,VULKAN,population
1.622,2.0,1.272,42.73,15,WÜSTE,population
1.622,2.0,1.124,34.43,116,TUNDRA,population
1.622,2.0,1.323,200.0,276,WALD,population
0.725,2.0,0.621,200.0,944,GEBIRGE,population
0.725,2.0,0.622,200.0,1400,GEBIRGE,population
0.5,1.568,0.697,200.0,329,WALD,population
0.561,2.0,0.742,129.48,21,GEBIRGE,population
0.561,1.848,0.917,46.81,6,VULKAN,population
0.5,2.0,0.618,91.44,7,TUNDRA,population
0.627,2.0,2.0,6.49,1211,TUNDRA,population
0.646,1.359,0.5,200.0,66,GRASLAND,population
0.5,2.0,0.5,200.0,330,WALD,population
0.5,2.0,0.5,179.38,23,SUMPF,population
1.239,2.0,2.0,56.67,9,WÜSTE,population
0.5,2.0,0.727,149.25,328,TUNDRA,population
1.153,2.0,2.0,54.37,56,GEBIRGE,population
0.647,2.0,1.72,56.6,7,WÜSTE,population
0.647,2.0,2.0,98.37,20,TUNDRA,population
0.863,2.0,1.005,200.0,214,GRASLAND,population
1.817,1.265,1.443,200.0,549,OZEAN,population
1.387,2.0,0.994,200.0,248,OZEAN,population
1.449,2.0,1.411,100.0,0,WÜSTE,population
1.449,2.0,2.0,89.43,26,GEBIRGE,population
1.449,2.0,2.0,48.4,6,VULKAN,population
1.162,1.87,1.139,94.17,1,VULKAN,population
1.162,2.0,0.883,57.83,87,OZEAN,population
1.509,2.0,1.305,154.67,203,TUNDRA,population
1.141,2.0,1.888,148.45,1049,TUNDRA,population
1.158,1.755,1.888,200.0,820,SUMPF,population
0.877,1.764,1.288,101.89,30,OZEAN,population
0.963,2.0,1.288,100.0,0,VULKAN,population
0.531,2.0,0.689,200.0,207,GRASLAND,population
0.883,2.0,1.288,82.47,17,VULKAN,population
2.0,1.612,1.458,94.38,2,TUNDRA,population
2.0,1.71,1.458,200.0,196,SUMPF,population
2.0,1.612,1.458,86.51,3,WÜSTE,population
1.867,2.0,1.08,200.0,780,GEBIRGE,population
2.0,1.58,1.351,96.97,8,WALD,population
1.466,1.58,1.351,79.01,3,WÜSTE,population
1.867,2.0,1.145,200.0,523,SUMPF,population
1.867,2.0,0.76,37.9,514,WÜSTE,population
1.189,2.0,1.62,200.0,15,OZEAN,population
1.083,2.0,1.612,200.0,1212,SUMPF,population
1.304,2.0,1.018,200.0,239,GEBIRGE,population
2.0,1.36,1.142,200.0,645,WALD,population
1.446,2.0,1.917,185.18,1486,TUNDRA,population
0.55,1.597,0.5,200.0,319,WALD,population
1.622,1.762,1.124,200.0,184,SUMPF,population
0.69,0.75,0.79,200.0,186,WALD,population
1.418,2.0,0.586,200.0,1059,GEBIRGE,population
1.622,2.0,1.323,200.0,196,OZEAN,population
1.622,2.0,1.323,200.0,131,SUMPF,population
0.862,2.0,0.621,200.0,798,SUMPF,population
0.5,1.568,0.697,200.0,267,OZEAN,population
2.0,2.0,1.071,190.64,95,SUMPF,population
2.0,2.0,1.071,6.45,38,WÜSTE,population
0.859,1.956,0.881,200.0,317,GEBIRGE,population
0.586,1.848,0.997,193.98,78,GRASLAND,population
1.253,1.956,0.84,200.0,369,SUMPF,population
1.181,2.0,1.323,2.5,640,TUNDRA,population
0.5,2.0,0.5,200.0,88,OZEAN,population
0.5,1.722,0.5,63.59,44,GEBIRGE,population
0.5,2.0,0.5,31.8,11,WÜSTE,population
1.239,2.0,2.0,194.4,12,GRASLAND,population
1.153,2.0,2.0,99.95,1,TUNDRA,population
2.0,1.666,0.511,200.0,1180,WALD,population
0.647,2.0,2.0,200.0,47,WALD,population
0.656,2.0,1.761,200.0,728,OZEAN,population
1.679,1.376,1.868,70.59,3,WÜSTE,population
0.767,1.759,1.027,200.0,1868,GRASLAND,population
0.739,1.431,2.0,200.0,1057,GRASLAND,population
0.74,1.876,1.598,200.0,915,GEBIRGE,population
1.806,2.0,0.775,102.25,1088,WÜSTE,population
1.509,2.0,1.174,200.0,243,OZEAN,population
1.509,2.0,1.305,200.0,132,SUMPF,population
1.162,2.0,0.883,96.34,4,TUNDRA,population
1.897,1.889,0.839,200.0,644,GEBIRGE,population
0.882,2.0,1.073,200.0,1238,SUMPF,population
1.218,2.0,1.452,200.0,1697,GRASLAND,population
0.877,1.764,1.288,200.0,18,WALD,population
0.877,1.764,1.288,51.69,7,WÜSTE,population
0.722,2.0,0.982,169.0,170,WÜSTE,population
0.524,2.0,1.202,88.25,62,GEBIRGE,population
2.0,1.71,1.747,200.0,177,GRASLAND,population
1.392,1.94,1.191,7.26,11,VULKAN,population
1.392,1.94,1.162,88.95,34,GEBIRGE,population
2.0,1.58,2.0,35.36,23,TUNDRA,population
1.659,2.0,1.14,150.35,500,VULKAN,population
2.0,1.58,2.0,183.14,138,TUNDRA,population
2.0,2.0,1.145,200.0,336,GRASLAND,population
1.971,2.0,1.362,200.0,405,WALD,population
2.0,2.0,1.145,169.13,465,WÜSTE,population
2.0,2.0,1.216,200.0,150,GEBIRGE,population
1.083,2.0,1.171,200.0,1381,SUMPF,population
1.304,1.48,1.018,200.0,188,OZEAN,population
1.23,1.674,0.5,173.5,370,GEBIRGE,population
1.23,1.674,0.532,200.0,416,WALD,population
1.108,2.0,1.07,31.2,8,VULKAN,population
1.059,2.0,1.07,5.4,11,VULKAN,population
0.862,2.0,1.07,200.0,206,GEBIRGE,population
0.862,2.0,0.955,200.0,447,WALD,population
2.0,2.0,1.287,52.55,6,VULKAN,population
0.862,2.0,0.955,200.0,713,SUMPF,population
0.837,2.0,1.236,139.49,1803,TUNDRA,population
2.0,2.0,1.087,144.91,4,OZEAN,population
2.0,2.0,1.071,2.21,12,VULKAN,population
0.586,1.848,0.997,100.86,3,GEBIRGE,population
0.5,1.848,0.997,150.0,47,GRASLAND,population
