Zeitschritt,GesamtOrganismen,DurchschnAnpassung,DurchschnEffizienz,DurchschnMobilitaet,DurchschnEnergie,DurchschnAlter,GRASLAND,WALD,WÜSTE,TUNDRA,GEBIRGE,SUMPF,OZEAN,VULKAN
674,2486,1.145,1.820,1.338,134.63,198.63,292,276,307,316,303,334,326,332
675,2484,1.145,1.819,1.337,135.00,198.56,293,276,306,318,301,335,324,331
676,2484,1.147,1.820,1.337,134.92,198.72,293,277,307,316,301,335,327,328
677,2484,1.146,1.820,1.337,134.87,199.30,290,275,307,317,298,336,328,333
678,2483,1.146,1.820,1.336,135.19,199.33,293,276,306,315,299,335,328,331
679,2490,1.144,1.821,1.338,134.86,199.17,294,277,305,317,301,335,329,332
680,2489,1.145,1.821,1.340,134.84,199.63,294,278,307,318,300,335,327,330
681,2485,1.144,1.823,1.339,135.02,200.07,293,278,307,317,299,332,327,332
682,2485,1.144,1.822,1.340,135.00,200.14,294,277,304,317,302,335,327,329
683,2483,1.144,1.822,1.340,134.86,200.66,292,277,305,318,302,334,327,328
684,2481,1.145,1.822,1.340,134.95,201.20,293,276,306,316,301,333,327,329
685,2485,1.145,1.823,1.342,134.71,200.75,291,278,305,316,302,332,327,334
686,2486,1.145,1.823,1.343,134.69,200.98,293,278,307,314,301,335,327,331
687,2492,1.146,1.823,1.344,134.58,200.41,293,278,307,316,302,334,329,333
688,2491,1.145,1.823,1.344,134.48,200.39,294,278,304,316,303,334,329,333
689,2492,1.143,1.824,1.344,134.46,200.13,294,277,304,319,302,335,328,333
690,2485,1.145,1.825,1.342,135.02,201.00,294,278,305,314,301,333,329,331
691,2492,1.145,1.825,1.343,134.63,201.16,293,277,307,318,303,334,327,333
692,2489,1.144,1.824,1.343,134.70,201.29,293,278,306,316,301,335,328,332
693,2490,1.145,1.824,1.345,134.76,201.32,293,278,304,317,301,335,329,333
694,2489,1.144,1.825,1.347,134.96,201.80,289,276,307,318,303,336,328,332
695,2490,1.142,1.825,1.345,134.64,202.47,294,276,307,316,300,336,327,334
696,2489,1.143,1.825,1.345,134.71,202.19,292,275,305,318,302,336,328,333
697,2493,1.144,1.825,1.346,134.38,202.08,294,277,307,317,303,335,328,332
698,2493,1.144,1.826,1.347,134.44,202.32,292,278,307,317,303,335,329,332
699,2488,1.143,1.825,1.347,134.89,202.62,293,278,305,317,301,336,325,333
700,2489,1.142,1.826,1.348,134.73,202.88,291,277,306,317,301,336,328,333
701,2486,1.143,1.826,1.346,134.93,202.80,293,278,302,316,301,335,329,332
702,2488,1.142,1.825,1.346,134.97,202.62,293,278,305,316,303,332,327,334
703,2487,1.143,1.826,1.347,135.05,203.13,292,275,303,317,302,335,329,334
704,2487,1.144,1.826,1.347,135.10,203.20,293,278,305,316,299,334,328,334
705,2492,1.144,1.826,1.347,135.13,203.30,293,278,305,317,302,335,329,333
706,2491,1.145,1.825,1.347,135.28,203.82,294,277,307,316,302,334,327,334
707,2488,1.146,1.826,1.346,135.47,204.22,292,277,306,318,301,334,328,332
708,2488,1.146,1.826,1.345,135.55,204.47,292,277,305,319,301,336,327,331
709,2489,1.145,1.826,1.344,135.46,204.74,294,275,307,318,301,334,328,332
710,2488,1.143,1.826,1.345,135.58,204.72,293,277,305,314,303,333,329,334
711,2485,1.144,1.827,1.344,135.70,205.05,292,277,300,319,303,335,326,333
712,2490,1.142,1.827,1.344,135.41,205.34,292,276,305,318,303,336,328,332
713,2486,1.143,1.828,1.345,135.57,205.63,293,276,305,318,299,336,326,333
714,2487,1.141,1.827,1.345,135.68,205.69,291,278,307,317,301,333,328,332
715,2486,1.142,1.826,1.345,135.59,206.28,292,278,307,315,301,334,327,332
716,2483,1.142,1.827,1.346,135.64,206.66,294,278,305,316,301,335,324,330
717,2485,1.143,1.827,1.344,135.65,206.88,292,276,307,316,302,335,326,331
718,2486,1.141,1.828,1.346,135.73,206.85,292,274,306,316,302,336,329,331
719,2488,1.141,1.827,1.346,135.50,207.19,292,278,303,316,302,335,328,334
720,2485,1.142,1.827,1.345,135.61,207.42,292,277,302,318,302,333,329,332
721,2490,1.142,1.827,1.345,135.18,207.77,294,277,306,316,302,336,328,331
722,2485,1.145,1.827,1.345,135.47,208.22,294,277,307,318,300,333,323,333
723,2486,1.147,1.827,1.347,135.44,208.79,294,276,305,318,299,334,327,333
724,2486,1.148,1.828,1.347,135.69,208.87,293,277,307,314,302,335,327,331
725,2481,1.147,1.830,1.346,136.05,209.20,294,275,304,317,298,333,328,332
726,2483,1.148,1.830,1.345,136.09,209.52,293,277,305,314,300,335,328,331
727,2482,1.145,1.829,1.344,136.04,210.04,293,276,303,317,302,331,329,331
728,2488,1.146,1.829,1.344,135.82,209.73,294,277,307,315,301,334,326,334
729,2487,1.146,1.830,1.343,135.92,210.28,292,277,307,317,301,333,328,332
730,2484,1.148,1.830,1.344,136.07,211.21,293,277,307,316,300,334,328,329
731,2483,1.148,1.830,1.344,136.10,211.93,292,276,304,316,301,333,328,333
732,2483,1.147,1.829,1.344,136.05,211.65,294,275,303,317,301,336,327,330
733,2484,1.147,1.829,1.344,135.78,212.01,294,275,305,318,300,332,326,334
734,2481,1.146,1.829,1.344,135.91,212.62,293,276,304,318,302,333,327,328
735,2475,1.146,1.828,1.344,136.22,213.58,293,272,303,319,300,332,326,330
736,2483,1.146,1.828,1.344,136.02,212.70,293,277,305,317,299,333,328,331
737,2477,1.147,1.829,1.345,136.32,213.44,292,276,303,315,301,335,326,329
738,2482,1.147,1.829,1.345,136.10,213.57,292,277,304,316,302,334,326,331
739,2482,1.146,1.829,1.346,136.09,214.26,291,278,304,319,300,334,328,328
740,2480,1.147,1.829,1.346,136.30,214.23,293,278,304,312,301,332,327,333
741,2478,1.147,1.828,1.347,136.53,214.91,290,278,305,316,302,334,323,330
742,2482,1.149,1.827,1.346,136.37,214.95,293,278,306,316,300,333,327,329
743,2486,1.151,1.828,1.345,136.26,215.16,290,277,304,316,303,335,328,333
744,2482,1.151,1.828,1.348,136.57,215.63,294,274,302,316,301,334,328,333
745,2482,1.150,1.828,1.348,136.48,216.07,294,277,307,313,299,334,327,331
746,2480,1.150,1.829,1.348,136.64,216.47,293,276,307,316,300,333,326,329
747,2483,1.149,1.827,1.347,136.51,216.75,293,278,306,316,299,334,326,331
748,2488,1.149,1.825,1.347,136.45,216.49,293,276,304,319,303,335,328,330
749,2492,1.149,1.825,1.347,135.86,216.76,294,277,307,315,303,335,329,332
750,2486,1.148,1.825,1.345,136.17,217.29,293,276,306,316,301,336,326,332
751,2487,1.149,1.824,1.347,135.84,217.48,292,277,305,317,301,336,326,333
752,2486,1.149,1.823,1.348,136.01,217.74,293,276,306,319,301,336,328,327
753,2491,1.149,1.823,1.347,136.05,217.82,291,278,305,318,303,334,329,333
754,2491,1.147,1.823,1.347,135.88,218.13,293,276,306,317,303,336,329,331
755,2491,1.147,1.821,1.348,135.93,218.41,294,277,306,318,302,335,329,330
756,2489,1.146,1.822,1.350,136.00,218.33,293,277,305,319,301,335,328,331
757,2488,1.146,1.823,1.349,136.07,218.62,294,278,306,315,301,334,327,333
758,2484,1.145,1.823,1.349,136.34,219.29,289,277,305,317,302,335,328,331
759,2486,1.145,1.823,1.349,136.28,219.37,293,278,303,316,300,333,329,334
760,2481,1.145,1.824,1.349,136.27,220.19,292,276,305,317,300,332,327,332
761,2482,1.144,1.823,1.350,136.31,219.75,294,272,306,318,300,333,327,332
762,2478,1.144,1.824,1.351,136.38,219.95,289,276,304,317,301,333,326,332
763,2479,1.145,1.823,1.351,136.20,219.85,293,275,303,315,301,333,328,331
764,2472,1.146,1.826,1.351,136.46,220.24,292,273,304,314,300,332,328,329
765,2476,1.145,1.826,1.354,136.55,219.45,291,275,304,315,300,334,327,330
766,2479,1.144,1.827,1.353,136.24,219.20,292,276,304,317,301,332,327,330
767,2482,1.145,1.827,1.353,136.04,219.46,289,277,303,316,301,336,329,331
768,2478,1.145,1.827,1.353,136.34,219.76,292,275,303,315,302,330,328,333
769,2481,1.143,1.828,1.356,136.35,219.58,293,276,305,316,301,334,325,331
770,2479,1.143,1.829,1.354,136.75,220.10,292,276,307,315,300,333,325,331
771,2481,1.142,1.828,1.354,136.79,219.91,293,275,306,317,299,335,327,329
772,2483,1.143,1.828,1.354,136.79,220.08,291,278,305,313,302,334,329,331
773,2479,1.142,1.829,1.354,137.00,220.85,290,276,303,314,302,336,328,330
774,2483,1.142,1.829,1.354,136.93,220.64,292,278,302,316,300,335,327,333
775,2486,1.143,1.829,1.354,136.63,220.58,292,274,305,317,303,335,328,332
776,2483,1.143,1.829,1.353,136.73,220.88,289,278,306,316,303,336,327,328
777,2479,1.144,1.829,1.354,137.03,221.52,291,276,304,318,301,333,328,328
778,2486,1.145,1.829,1.354,136.65,221.45,292,278,306,317,300,336,324,333
779,2485,1.142,1.829,1.354,136.56,221.59,294,276,304,318,301,335,327,330
780,2488,1.142,1.830,1.353,136.30,221.50,292,277,303,319,303,336,328,330
781,2494,1.142,1.830,1.353,136.00,221.10,293,277,306,319,303,336,328,332
782,2478,1.140,1.829,1.353,136.96,222.08,293,276,303,314,300,335,327,330
783,2479,1.139,1.828,1.353,136.87,222.26,293,275,304,315,302,333,326,331
784,2486,1.138,1.829,1.353,136.45,222.29,294,275,301,318,303,335,327,333
785,2488,1.140,1.828,1.352,136.34,222.00,293,277,306,315,302,332,329,334
786,2481,1.141,1.828,1.352,136.81,222.66,293,274,306,316,299,335,326,332
787,2484,1.139,1.828,1.352,136.51,222.23,292,277,306,319,299,334,327,330
788,2484,1.138,1.827,1.350,136.29,222.71,292,276,307,315,302,333,327,332
789,2474,1.139,1.828,1.351,136.91,223.88,294,276,305,313,299,332,327,328
790,2480,1.138,1.827,1.353,136.46,223.21,289,276,307,316,301,335,328,328
791,2478,1.136,1.827,1.350,136.52,223.45,292,276,301,316,303,332,327,331
792,2474,1.137,1.828,1.350,136.85,223.33,291,277,303,315,301,332,324,331
793,2478,1.138,1.829,1.348,136.96,222.92,293,275,303,316,303,332,325,331
794,2482,1.140,1.829,1.348,136.87,222.61,293,278,304,316,301,333,326,331
795,2484,1.140,1.828,1.347,136.97,221.96,292,275,304,317,301,335,329,331
796,2484,1.139,1.827,1.348,137.10,222.13,294,276,306,315,302,332,325,334
797,2480,1.137,1.827,1.348,137.27,223.07,292,275,306,316,301,332,326,332
798,2478,1.139,1.827,1.346,137.23,223.27,292,273,303,318,301,335,327,329
799,2478,1.139,1.827,1.348,137.17,223.78,293,272,305,318,301,333,325,331
800,2476,1.139,1.826,1.347,137.02,224.48,292,277,305,313,300,333,326,330
801,2474,1.141,1.825,1.347,137.29,223.59,292,271,303,316,298,335,328,331
802,2479,1.139,1.826,1.348,136.87,223.53,290,276,303,317,299,335,328,331
803,2479,1.141,1.825,1.346,136.94,224.01,292,278,301,315,300,333,328,332
804,2485,1.141,1.826,1.349,136.57,224.03,292,275,306,317,303,332,327,333
805,2484,1.141,1.826,1.350,136.75,224.27,293,274,305,316,303,334,326,333
806,2477,1.141,1.827,1.351,137.22,225.03,293,276,302,314,299,333,327,333
807,2478,1.140,1.827,1.350,137.31,225.04,293,278,303,317,300,334,322,331
808,2480,1.141,1.827,1.350,137.34,224.70,292,277,305,317,300,334,326,329
809,2481,1.139,1.826,1.351,137.25,225.01,293,277,306,315,299,334,325,332
810,2476,1.137,1.827,1.350,137.50,225.52,292,273,306,315,299,334,327,330
811,2486,1.136,1.827,1.349,137.09,224.92,291,276,307,315,302,336,329,330
812,2483,1.138,1.828,1.349,137.07,225.36,293,276,304,316,299,334,329,332
813,2488,1.138,1.828,1.350,136.97,225.22,294,278,306,317,301,336,324,332
814,2485,1.138,1.827,1.349,136.85,225.83,293,278,305,316,301,336,326,330
815,2487,1.137,1.826,1.350,136.56,226.07,292,278,305,316,303,333,328,332
816,2487,1.137,1.825,1.348,136.57,226.62,293,277,306,317,300,334,328,332
817,2485,1.139,1.827,1.349,136.40,226.80,291,278,306,318,300,333,327,332
818,2483,1.140,1.826,1.347,136.53,226.63,293,276,305,315,303,334,328,329
819,2478,1.139,1.826,1.347,136.90,226.56,293,277,302,312,301,336,324,333
820,2478,1.140,1.826,1.348,137.07,226.02,291,277,303,316,301,334,326,330
821,2480,1.140,1.827,1.349,137.02,225.51,292,277,304,316,302,334,324,331
822,2484,1.142,1.826,1.349,136.72,225.55,294,276,305,318,301,335,325,330
823,2483,1.141,1.827,1.351,136.67,225.83,294,278,306,315,301,335,326,328
824,2485,1.140,1.828,1.352,136.43,225.70,293,278,305,314,302,333,328,332
825,2490,1.139,1.828,1.352,136.22,225.28,294,276,305,319,300,336,329,331
826,2488,1.139,1.830,1.351,136.24,225.72,293,276,305,318,301,336,327,332
827,2488,1.139,1.829,1.351,136.28,225.67,294,278,306,317,301,333,327,332
828,2486,1.138,1.829,1.351,136.34,226.34,291,278,307,318,301,335,326,330
829,2486,1.138,1.830,1.352,136.39,226.83,293,278,306,318,300,334,327,330
830,2485,1.138,1.831,1.354,136.55,227.06,294,276,306,316,302,335,325,331
831,2482,1.138,1.830,1.355,136.80,227.60,293,277,304,317,301,333,325,332
832,2478,1.139,1.829,1.355,136.85,227.93,292,276,305,316,301,334,327,327
833,2486,1.140,1.828,1.357,136.39,227.03,293,278,303,317,301,335,327,332
834,2483,1.140,1.829,1.357,136.30,227.54,293,276,305,317,300,333,327,332
835,2483,1.139,1.829,1.357,136.07,227.76,292,277,301,317,301,335,329,331
836,2480,1.139,1.829,1.358,136.13,228.41,293,278,303,317,301,334,322,332
837,2476,1.139,1.829,1.357,136.39,228.55,292,278,303,317,298,331,324,333
838,2478,1.139,1.830,1.359,136.43,228.18,293,276,305,315,299,332,328,330
839,2481,1.138,1.829,1.359,136.20,228.55,290,277,304,319,301,335,326,329
840,2484,1.140,1.830,1.358,136.20,228.02,292,277,305,317,299,335,328,331
841,2486,1.140,1.831,1.358,136.22,228.11,293,277,305,319,300,335,324,333
842,2489,1.139,1.832,1.357,136.31,228.23,292,277,307,318,301,335,327,332
843,2492,1.137,1.832,1.356,136.35,228.16,293,278,306,317,303,335,327,333
844,2491,1.137,1.833,1.357,136.61,228.60,293,278,306,316,302,336,326,334
845,2492,1.136,1.832,1.356,136.39,228.75,294,277,306,318,302,336,327,332
846,2489,1.135,1.832,1.356,136.42,229.42,292,278,306,316,303,336,325,333
847,2493,1.134,1.831,1.357,136.08,229.14,293,277,307,318,302,334,328,334
848,2491,1.134,1.831,1.356,136.05,229.49,291,277,306,318,301,336,329,333
849,2485,1.134,1.831,1.355,136.33,230.26,292,275,306,318,299,335,329,331
850,2490,1.135,1.830,1.356,136.26,229.45,292,276,306,317,303,335,328,333
851,2489,1.135,1.829,1.355,136.24,229.59,292,278,306,319,302,335,327,330
852,2490,1.135,1.828,1.356,136.25,229.33,292,276,307,318,302,336,328,331
853,2483,1.134,1.829,1.356,136.77,229.22,293,277,307,315,301,336,327,327
854,2487,1.135,1.829,1.358,136.54,229.39,293,275,305,318,301,333,328,334
855,2485,1.134,1.830,1.358,136.63,229.55,293,277,304,315,301,336,328,331
856,2490,1.135,1.830,1.359,136.58,229.36,292,278,305,318,301,336,328,332
857,2489,1.135,1.830,1.359,136.49,229.92,293,278,306,317,302,333,329,331
858,2487,1.136,1.830,1.358,136.55,230.61,294,278,303,318,297,335,328,334
859,2489,1.136,1.831,1.360,136.29,229.99,294,278,305,317,302,335,327,331
860,2487,1.138,1.831,1.361,136.49,230.13,292,278,307,318,301,335,325,331
861,2483,1.138,1.831,1.361,136.72,230.94,294,278,304,314,299,334,328,332
862,2490,1.136,1.832,1.362,136.45,230.79,293,277,306,318,303,334,326,333
863,2490,1.136,1.832,1.362,136.38,230.79,292,277,307,318,303,334,328,331
864,2488,1.135,1.832,1.362,136.36,231.31,292,278,306,317,302,333,328,332
865,2487,1.135,1.833,1.364,136.46,231.47,294,275,304,317,302,336,328,331
866,2489,1.137,1.833,1.364,136.49,231.51,294,278,305,319,303,332,326,332
867,2489,1.136,1.830,1.362,136.56,231.84,293,276,305,317,303,335,328,332
868,2485,1.135,1.830,1.364,136.68,232.39,293,278,304,316,298,335,328,333
869,2488,1.135,1.829,1.363,136.33,232.34,293,278,306,316,302,335,326,332
870,2485,1.135,1.829,1.363,136.40,232.46,292,277,306,319,300,334,328,329
871,2493,1.135,1.830,1.364,135.82,232.36,294,277,306,317,302,336,329,332
872,2484,1.136,1.829,1.363,136.14,233.72,294,276,302,318,300,334,327,333
873,2484,1.136,1.830,1.362,136.15,233.99,292,276,302,315,300,336,329,334
874,2477,1.137,1.830,1.362,136.41,235.12,293,277,305,315,298,334,329,326
875,2473,1.135,1.831,1.361,136.79,234.71,290,275,305,314,301,330,328,330
876,2479,1.135,1.830,1.362,136.45,234.65,292,273,305,315,301,335,329,329
877,2482,1.134,1.829,1.363,136.56,234.48,292,276,302,317,302,334,327,332
878,2479,1.135,1.829,1.364,136.80,234.79,290,276,303,318,302,334,326,330
879,2479,1.135,1.829,1.362,136.89,234.48,292,273,303,314,303,334,328,332
880,2482,1.136,1.830,1.362,136.67,234.60,294,275,305,316,302,334,328,328
881,2485,1.135,1.831,1.361,136.62,234.77,293,276,302,318,300,335,327,334
882,2485,1.135,1.830,1.359,136.72,234.95,294,276,307,316,302,335,325,330
883,2486,1.134,1.830,1.361,136.51,234.82,293,276,305,317,301,335,327,332
884,2481,1.135,1.830,1.360,136.60,235.78,292,275,306,315,301,334,328,330
885,2482,1.135,1.828,1.361,136.38,236.01,292,278,305,318,299,334,327,329
886,2482,1.133,1.828,1.361,136.38,236.24,294,277,306,316,300,334,324,331
887,2483,1.135,1.828,1.360,136.32,235.95,293,278,303,315,301,332,329,332
888,2483,1.134,1.829,1.361,136.54,236.33,292,277,305,316,303,336,327,327
889,2481,1.135,1.828,1.360,136.78,236.46,294,278,304,315,301,334,327,328
890,2478,1.136,1.828,1.360,137.08,236.91,290,273,306,315,301,335,328,330
891,2481,1.136,1.829,1.361,136.77,236.99,292,276,302,316,303,335,326,331
892,2481,1.137,1.828,1.361,136.91,237.08,292,277,305,314,302,335,325,331
893,2480,1.135,1.829,1.362,136.91,237.62,293,274,303,316,299,333,329,333
894,2482,1.136,1.830,1.363,136.60,237.98,293,277,301,316,303,336,324,332
895,2480,1.137,1.829,1.363,136.83,238.80,292,275,305,317,301,335,327,328
896,2483,1.137,1.829,1.363,136.54,239.17,293,276,306,316,300,333,326,333
897,2476,1.139,1.830,1.364,136.97,239.49,290,274,305,315,301,333,326,332
898,2469,1.143,1.830,1.364,137.29,239.61,291,274,305,310,301,334,327,327
899,2475,1.143,1.829,1.363,137.34,238.76,290,274,306,315,300,335,324,331
900,2479,1.144,1.830,1.364,137.23,238.82,294,278,300,315,299,334,329,330
901,2480,1.142,1.830,1.364,137.38,237.96,292,273,304,317,299,334,329,332
902,2480,1.143,1.828,1.363,137.33,238.53,294,274,306,313,300,334,328,331
903,2476,1.142,1.827,1.362,137.57,239.29,293,273,305,313,299,336,325,332
904,2480,1.142,1.829,1.363,137.42,239.26,292,276,303,317,300,334,328,330
905,2481,1.143,1.828,1.362,137.44,239.19,289,278,305,314,302,334,327,332
906,2481,1.141,1.829,1.360,137.41,239.62,292,277,305,313,303,333,329,329
907,2471,1.142,1.828,1.364,137.86,240.07,289,274,304,314,302,334,322,332
908,2478,1.142,1.829,1.364,137.42,239.61,289,276,305,316,302,332,326,332
909,2480,1.139,1.829,1.362,137.18,239.71,292,275,305,318,302,334,325,329
910,2477,1.139,1.829,1.364,137.21,239.76,291,275,304,315,301,332,329,330
911,2481,1.137,1.829,1.365,137.18,239.05,292,276,306,316,302,334,324,331
912,2475,1.137,1.829,1.365,137.74,239.70,290,276,305,316,296,332,329,331
913,2474,1.138,1.830,1.367,137.92,239.82,289,275,305,313,301,334,326,331
914,2472,1.138,1.831,1.367,138.39,239.73,291,273,302,313,299,335,327,332
915,2482,1.138,1.831,1.367,137.94,239.17,293,276,306,313,302,335,325,332
916,2481,1.138,1.830,1.367,138.05,239.24,287,276,307,318,301,335,326,331
917,2480,1.137,1.829,1.366,138.16,239.87,288,277,305,315,299,336,326,334
918,2480,1.138,1.829,1.367,138.03,240.33,292,277,305,313,300,336,328,329
919,2484,1.138,1.829,1.368,137.68,240.59,291,275,305,315,303,335,327,333
920,2488,1.140,1.829,1.367,137.19,240.61,294,278,304,316,301,336,327,332
921,2488,1.139,1.828,1.366,137.17,240.56,292,278,306,319,299,333,328,333
922,2489,1.141,1.828,1.366,136.95,240.73,294,275,305,319,301,335,329,331
923,2488,1.140,1.828,1.365,136.94,240.84,294,277,307,316,302,333,328,331
924,2481,1.140,1.828,1.364,137.30,241.48,293,277,304,313,303,335,327,329
925,2477,1.141,1.827,1.363,137.52,242.08,292,275,307,314,300,333,325,331
926,2476,1.140,1.828,1.364,137.65,242.69,292,278,303,312,300,334,327,330
927,2478,1.139,1.830,1.365,137.51,242.17,292,275,306,316,301,333,327,328
928,2480,1.139,1.830,1.366,137.58,242.29,293,278,305,314,300,335,324,331
929,2480,1.141,1.830,1.365,137.77,241.87,292,274,305,315,301,334,328,331
930,2487,1.139,1.829,1.365,137.16,241.47,291,277,305,319,301,334,328,332
931,2483,1.138,1.829,1.366,137.22,240.98,294,277,304,315,300,335,328,330
932,2487,1.139,1.829,1.368,137.04,240.73,292,276,305,316,302,334,329,333
933,2483,1.139,1.829,1.368,137.18,241.51,292,277,304,317,301,336,328,328
934,2477,1.139,1.829,1.368,137.34,242.22,292,276,305,315,300,333,328,328
935,2480,1.140,1.829,1.368,137.16,242.16,291,275,306,316,300,332,328,332
936,2480,1.139,1.830,1.369,137.16,241.47,291,277,305,316,303,331,326,331
937,2479,1.137,1.830,1.370,137.17,241.61,290,277,300,318,302,335,325,332
938,2486,1.137,1.830,1.370,136.85,240.66,294,277,306,314,302,333,327,333
939,2480,1.136,1.830,1.368,137.28,241.82,292,276,304,313,300,336,328,331
940,2477,1.135,1.830,1.368,137.64,241.45,292,277,304,315,301,331,326,331
941,2480,1.136,1.829,1.370,137.52,241.66,293,275,305,313,301,333,327,333
942,2480,1.135,1.829,1.367,137.49,241.71,288,276,304,317,301,335,327,332
943,2484,1.137,1.830,1.366,137.38,240.88,294,276,305,316,303,333,326,331
944,2476,1.137,1.830,1.365,137.64,240.88,293,274,302,314,303,333,327,330
945,2485,1.136,1.831,1.366,137.22,240.70,292,275,307,318,300,335,326,332
946,2486,1.135,1.831,1.367,137.03,240.59,294,274,305,318,302,336,327,330
947,2480,1.135,1.831,1.368,137.12,241.21,293,276,304,314,302,332,328,331
948,2481,1.135,1.831,1.368,137.16,241.58,292,277,301,315,302,335,326,333
949,2486,1.135,1.830,1.370,136.97,241.29,293,278,304,317,303,335,327,329
950,2481,1.134,1.830,1.369,137.29,241.73,293,277,305,316,302,334,327,327
951,2485,1.135,1.831,1.369,137.22,241.50,292,278,305,319,300,333,328,330
952,2480,1.135,1.832,1.369,137.40,242.07,293,277,306,313,302,335,325,329
953,2479,1.134,1.834,1.370,137.45,242.69,291,275,301,318,301,333,328,332
954,2482,1.134,1.834,1.369,137.02,242.58,293,275,306,315,301,333,326,333
955,2482,1.135,1.834,1.371,137.02,243.00,294,276,304,316,302,336,328,326
956,2488,1.135,1.833,1.371,136.59,242.79,292,277,304,318,301,336,328,332
957,2486,1.137,1.833,1.371,136.65,242.74,293,276,306,316,302,334,326,333
958,2489,1.136,1.833,1.371,136.41,242.86,291,276,307,317,301,335,329,333
959,2487,1.135,1.833,1.371,136.39,242.63,294,278,306,314,299,336,329,331
960,2482,1.137,1.834,1.373,136.75,242.23,290,273,306,318,302,334,328,331
961,2479,1.137,1.836,1.376,136.95,241.68,291,277,303,316,302,332,326,332
962,2482,1.137,1.836,1.378,136.85,241.12,290,275,306,314,300,335,329,333
963,2484,1.137,1.835,1.378,136.85,240.07,292,276,305,315,301,334,329,332
964,2482,1.136,1.835,1.377,137.05,240.24,292,275,306,319,300,335,324,331
965,2480,1.137,1.835,1.378,137.27,240.43,293,276,306,317,297,335,325,331
966,2485,1.135,1.835,1.378,137.25,240.21,292,278,306,314,302,330,329,334
967,2485,1.136,1.835,1.378,137.03,240.83,294,277,302,318,300,332,328,334
968,2486,1.135,1.835,1.380,136.78,241.33,292,273,306,318,301,335,329,332
969,2479,1.135,1.834,1.381,136.85,242.00,293,273,305,316,302,335,328,327
970,2481,1.136,1.835,1.382,136.79,241.61,293,275,304,317,302,331,327,332
971,2484,1.136,1.835,1.382,136.69,241.71,292,275,305,317,302,333,329,331
972,2486,1.137,1.835,1.381,136.67,241.85,294,278,303,317,302,330,329,333
973,2490,1.138,1.835,1.383,136.48,242.17,293,278,305,318,302,334,326,334
974,2483,1.138,1.837,1.382,136.88,242.52,292,276,306,317,299,335,327,331
975,2488,1.135,1.836,1.383,136.65,242.34,294,276,306,316,300,336,326,334
976,2490,1.136,1.838,1.382,136.55,242.71,293,278,306,319,302,335,327,330
977,2480,1.136,1.837,1.381,137.05,243.65,291,275,306,316,301,332,325,334
978,2478,1.138,1.836,1.383,137.17,243.23,291,276,302,316,300,336,324,333
979,2477,1.138,1.834,1.381,136.98,243.58,294,274,303,313,301,336,325,331
980,2480,1.139,1.835,1.382,136.76,243.60,288,277,303,316,302,335,327,332
981,2480,1.138,1.834,1.382,136.73,243.89,293,276,305,318,302,334,322,330
982,2484,1.138,1.835,1.382,136.62,243.41,291,276,306,315,300,334,328,334
983,2484,1.138,1.834,1.383,136.47,243.15,290,277,303,319,300,335,328,332
984,2483,1.137,1.834,1.383,136.48,243.38,292,276,306,316,300,334,327,332
985,2485,1.137,1.834,1.380,136.60,242.33,293,276,307,313,300,335,328,333
986,2486,1.138,1.836,1.383,136.57,241.83,291,278,307,317,301,335,328,329
987,2492,1.138,1.836,1.381,136.32,241.62,294,277,306,318,303,333,329,332
988,2486,1.138,1.837,1.381,136.64,242.26,294,275,305,317,300,333,328,334
989,2489,1.137,1.837,1.380,136.59,241.64,293,278,305,316,302,334,328,333
990,2485,1.137,1.837,1.380,136.77,242.48,294,276,306,316,298,333,329,333
991,2488,1.137,1.837,1.379,136.48,242.67,294,277,305,318,302,334,326,332
992,2487,1.137,1.836,1.378,136.48,242.85,293,277,306,317,298,336,329,331
993,2495,1.136,1.837,1.378,135.95,242.49,294,277,307,319,303,335,328,332
994,2493,1.136,1.837,1.378,136.08,242.68,294,277,307,318,301,335,329,332
995,2486,1.135,1.838,1.377,136.51,243.70,292,277,306,317,299,336,327,332
996,2485,1.136,1.837,1.375,136.52,244.17,292,276,303,318,302,334,327,333
997,2484,1.137,1.837,1.375,136.53,244.62,292,275,305,317,303,335,327,330
998,2485,1.137,1.837,1.378,136.64,244.98,290,278,305,317,302,336,328,329
999,2492,1.138,1.837,1.378,136.42,244.14,294,277,307,319,302,335,327,331
1000,2492,1.138,1.837,1.377,136.59,244.29,293,277,307,319,302,334,329,331
1001,2492,1.138,1.837,1.376,136.38,244.53,294,277,304,318,302,336,329,332
1002,2487,1.139,1.837,1.377,136.56,245.35,294,276,306,317,303,331,326,334
1003,2486,1.139,1.837,1.377,136.39,244.85,292,276,306,316,302,336,327,331
1004,2484,1.139,1.837,1.377,136.13,245.20,290,277,304,318,303,333,325,334
1005,2482,1.141,1.837,1.377,136.00,245.60,294,277,307,315,301,335,327,326
1006,2484,1.144,1.836,1.377,136.00,244.92,294,274,307,317,300,336,326,330
1007,2482,1.144,1.835,1.377,136.03,245.35,291,275,307,317,301,334,328,329
1008,2488,1.145,1.836,1.377,135.83,245.14,294,278,306,319,300,332,327,332
1009,2482,1.143,1.836,1.377,136.24,245.78,289,276,305,318,303,333,327,331
1010,2484,1.142,1.836,1.377,136.31,245.49,292,276,305,319,300,334,325,333
1011,2487,1.143,1.836,1.378,136.23,245.68,294,276,303,318,301,333,328,334
